=========================================================================
                       第七章 解釋函令比對紀錄檔                         
=========================================================================

統計摘要：
  - 主檔版 (第七章_組長版.docx)：已匹配 339 筆，未匹配 105 筆
  - 新增版 (第七章(112.1開始增加).docx)：已匹配 19 筆，未匹配 9 筆
  - 合計比對成功：358 筆，合計未匹配：114 筆

比對詳細清單：
來源文件                          段落    比對結果           提取/輸入字號                            資料庫發文字號                       比對方法                預覽內容
第七章_組長版.docx                  466   匹配成功           工程技字第09900024830號                  工程技字第09900024830號函            精確字號子字串比對           有關本會98年12月2日工程技字第09800526520號令之適用疑義，復如說明...
第七章_組長版.docx                  467   匹配成功           工程技字第09900425140號                  工程技字第09900425140號函            精確字號子字串比對           有關技師、建築師受委託辦理公共工程之規劃、設計、監造或專案管理，如有對技術、工法...
第七章_組長版.docx                  468   匹配成功           局力字第1010023343號                    局力字第1010023343號函              精確字號子字串比對           有關各機關辦理派遣勞務採購契約之價金計算內涵及併計派遣勞工在同一機關未中斷之服務...
第七章_組長版.docx                  469   匹配成功           工程企字第10100004880號                  工程企字第10100004880號函            精確字號子字串比對           有關採購契約要項第51點執行疑義，本會意見如附件。...
第七章_組長版.docx                  470   匹配成功           工程技字第10100111380號                  工程技字第10100111380號函            精確字號子字串比對           雲林縣林內鄉公所辦理「雲67線拓寬工程(第五期1K+300~2K+977)」乙案...
第七章_組長版.docx                  471   匹配成功           工程企字第10100247910號                  工程企字第10100247910號函            精確字號子字串比對           關於油價調漲是否屬政府公告、公定或管制費率乙節，經洽詢經濟部意見如說明。...
第七章_組長版.docx                  472   匹配成功           工程企字第10100308090號                  工程企字第10100308090號函            精確字號子字串比對           檢送「技術服務業界反映機關辦理技術服務不當情事及工程會意見對照表」。...
第七章_組長版.docx                  473   匹配成功           工程企字第10400264310號                  工程企字第10400264310號函            精確字號子字串比對           機關辦理採購，對於廠商違反政府採購法規定之情形，請依說明辦理。...
第七章_組長版.docx                  474   匹配成功           工程企字第10400176180號                  工程企字第10400176180號函            精確字號子字串比對           有關貴縣花蓮市公所詢問政府採購法(下稱採購法)第59條等執行疑義，復如說明。...
第七章_組長版.docx                  475   匹配成功           工程企字第10500219350號                  工程企字第10500219350號函            精確字號子字串比對           機關因應天然災害需緊急處置之採購，涉及開口契約之執行，詳如說明，請查照並轉知所屬...
第七章_組長版.docx                  476   匹配成功           工程企字第10600035390號                  工程管字第10600035390號函            純數字模糊比對             轉知內政部營建署有關為落實營造業法第30條、第31條第5項，請於應設置工地主任之...
第七章_組長版.docx                  477   匹配成功           勞動關2字第1060127393號                  勞動關2字第1060127393號函            精確字號子字串比對           有關「照顧服務員勞務委外契約」勞動合作社與社員間是否具有僱傭關係疑義一案，復如說...
第七章_組長版.docx                  478   匹配成功           總處組字第1060058016號                   總處組字第1060058016號函             精確字號子字串比對           有關貴部建議考量勞動合作社之特殊性，酌修「行政院運用勞動派遣應行注意事項」一案，...
第七章_組長版.docx                  479   匹配成功           經授工字第10720403960號                  經授工字第10720403960號函            精確字號子字串比對           有關花蓮地區石材產業業者因107年2月6日夜間規模6.0地震造成嚴重損失停工，影...
第七章_組長版.docx                  480   匹配成功           工程企字第10700043870號                  工程企字第10700043870號函            精確字號子字串比對           各機關履約中之政府採購案件，因不可抗力因素致廠商未能依契約履行者，其處理方式詳如...
第七章_組長版.docx                  481   未匹配 (比對不出(資料庫無此字號))工程管字第10700121140號                                                                    主旨：有關本會「公共工程標案管理系統」登錄之廠商品質管理人員及監造單位受訓合格之...
第七章_組長版.docx                  482   匹配成功           工程企字第10700247990號                  工程企字第10700247990號函            精確字號子字串比對           機關辦理技術服務採購，請督促廠商務實周延辦理設計相關作業，並落實辦理審查工作，詳...
第七章_組長版.docx                  483   未匹配 (比對不出(資料庫無此字號))工程管字第1080300132號                                                                     主旨：請各機關加強落實執行公共工程工地管理資訊化作業，請查照並轉知所屬（轄）機關...
第七章_組長版.docx                  484   未匹配 (比對不出(資料庫無此字號))工程技字第1080201267號                                                                     補充核釋本會98年12月2日工程技字第09800526520號令，技師法第十六條...
第七章_組長版.docx                  485   未匹配 (比對不出(資料庫無此字號))工程技字第 1080201490號                                                                    依「工程技術顧問公司管理條例施行細則」第10條但書規定，認可工程技術顧問公司執業...
第七章_組長版.docx                  486   匹配成功           勞動福3字第1110145396號                  勞動福3字第1110145396號函            精確字號子字串比對           主旨：所詢勞務採購承攬廠商派駐人員之工作年資計算疑義一案，復如說明，請查照。...
第七章_組長版.docx                  487   匹配成功           工程技字第1110200685號                   工程技字第1110200685號函             精確字號子字串比對           主旨：貴機關(單位)辦理之公共工程若有鋼料供需問題，可洽經濟部工業局及台灣鋼鐵工...
第七章_組長版.docx                  488   匹配成功           工程企字第1110100561號                   工程企字第1110100561號函             精確字號子字串比對           主旨：檢送「機關提供鋼筋供廠商履約之指引及其流程圖」，請查照並轉知所屬機關。...
第七章(112.1開始增加).docx           2     未匹配 (比對不出(資料庫無此字號))工程管字第1120300057號                                                                     主旨：修正「公共工程開工要件注意事項」第三點，並自即日生效，請查照並轉知所屬(轄...
第七章(112.1開始增加).docx           17    匹配成功           工程企字第1120013017號                   工程企字第1120013017號函             精確字號子字串比對           主旨：有關貴中心函詢得標廠商於服務建議書所列之回饋或承諾事項，其採購決標後單價調...
第七章(112.1開始增加).docx           24    匹配成功           工程企字第1120022996號                   工程企字第1120022996號函             精確字號子字串比對           主旨：關於本會訂定之押標金保證金暨其他擔保作業辦法（以下簡稱押保辦法）第33條之...
第七章(112.1開始增加).docx           31    匹配成功           工程企字第1120003978號                   工程企字第1120003978號函             精確字號子字串比對           主旨：機關辦理委託專業服務採購，其採總包價法計算服務費用者，其契約價金之給付方式...
第七章(112.1開始增加).docx           38    匹配成功           工程管字第1130300021號                   工程管字第1130300021號函             精確字號子字串比對           主旨：檢送本會訂定之「估驗請款計價單」格式(如附件1)，請依說明二內容配合辦理，...
第七章(112.1開始增加).docx           47    匹配成功           工程企字第11300213351號                  工程企字第11300213351號函            精確字號子字串比對           主旨：有關公共工程技術服務採購之監造服務費，依工程進度請領者，其工程進度之計算不...
第七章(112.1開始增加).docx           55    匹配成功           工程企字第1120100177號                   工程企字第1120100177號函             精確字號子字串比對           主旨：因應行政院主計總處（下稱主計總處）發布之營造工程物價指數（CCI）計算平台...
第七章(112.1開始增加).docx           62    匹配成功           工程企字第1140100362號                   工程企字第1140100362號函             精確字號子字串比對           主旨：有關嚴重特殊傳染性肺炎（COVID-19）疫情前決標之在建公共工程，訂有物...
第七章(112.1開始增加).docx           75    匹配成功           工程企字第1100015717號                   工程企字第1100015717號函             精確字號子字串比對           主旨：貴會函詢「營造廠商被停權處分，停權期間能否辦理在建工程之契約變更」疑義，復...
第七章(112.1開始增加).docx           80    匹配成功           工程企字第11400071091號                  工程企字第11400071091號函            精確字號子字串比對           主旨：機關以開口契約辦理政策及業務宣導採購，不可要求廠商施作或提供非屬契約約定之...
第七章(112.1開始增加).docx           90    匹配成功           工程企字第1140019213號                   工程企字第1140019213號函             精確字號子字串比對           主旨：有關「採購契約變更或加減價核准監辦備查規定一覽表」附記（二）之執行疑義，復...
第七章(112.1開始增加).docx           95    匹配成功           工程企字第1140022811號                   工程企字第1140022811號函             精確字號子字串比對           主旨：貴署辦理「關港貿單一窗口及預報貨物資訊系統委外服務」採購案有關契約變更執行...
第七章(112.1開始增加).docx           101   匹配成功           工程企字第1150100097號                   工程企字第1150100097號函             精確字號子字串比對           主旨：機關委託技師或建築師辦理技術服務，履約過程中倘因其變更執業或開業型態而生契...
第七章(112.1開始增加).docx           114   匹配成功           工程管字第1130301087號                   工程管字第1130301087號函             精確字號子字串比對           主旨：檢送修正「公共工程施工進度管理作業參考要項」，請查照並轉知所屬（轄）機關。...
第七章(112.1開始增加).docx           120   未匹配 (比對不出(資料庫無此字號))工程管字第1110300310號                                                                     主旨：修正「公共工程施工品質管理作業要點」部分規定，並自即日生效，請查照並轉知所...
第七章(112.1開始增加).docx           156   未匹配 (比對不出(資料庫無此字號))工程管字第1120301050號                                                                     主旨：有關各機關申請「監造單位現場人員」及「廠商品管人員」專案登錄「公共工程雲端...
第七章(112.1開始增加).docx           164   未匹配 (比對不出(資料庫無此字號))工程管字第11203011371號                                                                    主旨：檢送道路塌陷及鄰房基礎淘空之防範指引，請依說明配合辦理，請查照。 一、近期...
第七章(112.1開始增加).docx           179   未匹配 (比對不出(資料庫無此字號))工程管字第11203011372號                                                                    主旨：檢送工程高空作業災害之防範指引，請依說明配合辦理，請查照。 一、鑒於近期工...
第七章(112.1開始增加).docx           192   未匹配 (比對不出(資料庫無此字號))工程管字第1130024047號                                                                     主旨：檢送修正之「公共工程安全衛生項目編列參考附表」(以下簡稱參考附表)1份，請...
第七章(112.1開始增加).docx           209   匹配成功           工程企字第11100305301號                  工程企字第11100305301號函            精確字號子字串比對           主旨：貴機關辦理木構造、木建築或國產材之採購評選及工程施工查核時，請依採購或查核...
第七章(112.1開始增加).docx           217   未匹配 (比對不出(資料庫無此字號))工程管字第1140300554號                                                                     主旨：檢送本會修正「工程施工查核作業參考基準」(下稱參考基準)，請查照並轉知所屬...
第七章(112.1開始增加).docx           228   未匹配 (比對不出(資料庫無此字號))工程管字第11403005541號                                                                    主旨：檢送本會修正「工程施工查核小組查核品質缺失扣點紀錄表」(下稱扣點表)、「古...
第七章(112.1開始增加).docx           245   匹配成功           工程管字第1120300061號                   工程管字第1120300061號函             精確字號子字串比對           主旨 :檢送本會修正「嚴重特殊傳染性肺炎非第三級疫情警戒期間公共工程展延工期或停...
第七章(112.1開始增加).docx           271   未匹配 (比對不出(資料庫無此字號))工程管字第1120300324號                                                                     主旨：檢送112年4月6日召開「嚴重特殊傳染性肺炎非第三級疫情警戒期間公共工程展...
第七章(112.1開始增加).docx           277   匹配成功           工程企字第1130030052號                   工程企字第1130030052號函             精確字號子字串比對           主旨：有關貴臺為辦理「113年差勤管理系統建置採購案」與廠商解除契約，涉及本會資...
第七章(112.1開始增加).docx           285   匹配成功           工程企字第1130003269號                   工程企字第1130003269號函             精確字號子字串比對           主旨：機關辦理採購應提供安全之防護措施，以保障履約同仁安全，如發現廠商對機關人員...
第七章(112.1開始增加).docx           300   匹配成功           工程企字第11301004821號                  工程企字第11301004821號函            精確字號子字串比對           主旨：機關辦理勞務採購，可採現場查驗方式者，仍應以現場查驗為之，並依案件屬性，妥...
第七章(112.1開始增加).docx           317   匹配成功           工程技字第1140200888號                   工程技字第1140200888號函             精確字號子字串比對           主旨：請敦促所屬，確實負起瀝青混凝土挖(刨)除料(下稱AC刨除料)再生利用處理及...
