=========================================================================
                       第三章 解釋函令比對比對紀錄檔                     
=========================================================================

統計摘要：
  - 組長版：已匹配 770 筆，未匹配 77 筆
  - 新增版：已匹配 61 筆，未匹配 2 筆
  - 合計比對成功：831 筆，合計未匹配：79 筆

比對詳細清單：
來源文件                     段落    比對結果           提取/輸入字號                            資料庫發文字號                       比對方法                預覽內容
第三章_組長版.docx             865   匹配成功           (88)工程企字第8810519號                  (88)工程企字第8810519號函            精確字號子字串比對           契約中規定得選用數種廠牌之材料，設計圖中僅就其一廠牌繪圖並採該廠牌之套接方式，而...
第三章_組長版.docx             866   未匹配 (無發文字號)    所詢除國貨產品外，需進口器材設備，由承包商於十六個國家，依設備規範自行採購器材設備及安裝、施工乙節，「政府採購法」之相關規定為：                                                  所詢除國貨產品外，需進口器材設備，由承包商於十六個國家，依設備規範自行採購器材設...
第三章_組長版.docx             868   匹配成功           (88)工程企字第8812172號                  (88)工程企字第8812172號函            精確字號子字串比對           本會編撰之「公共工程施工綱要規範」係為供工程各界參照應用之施工規範範本，而非國家...
第三章_組長版.docx             869   未匹配 (比對不出(資料庫無此字號))工程技字第09500209090號                                                                    為落實公共工程之勞工安全衛生，各機關辦理公共工程規劃設計時，其成果應含勞工安全衛...
第三章_組長版.docx             870   未匹配 (比對不出(資料庫無此字號))工程管字第09600084240號                                                                    為加強公共工程施工安全，請於工程採購招標文件內，明訂承攬廠商之鋼管施工架之安全衛...
第三章_組長版.docx             871   匹配成功           工程企字第09600176120號                  工程企字第09600176120號函            精確字號子字串比對           本會彙整之「各產業產品之國際標準資料」已公開於本會網站(http://www.p...
第三章_組長版.docx             872   匹配成功           工程企字第09700173090號                  工程企字第09700173090號函            精確字號子字串比對           為杜絕贓物缺乏特徵之盲點，對於辦理採購供不特定多數人使用之公共設施物品時，建議就...
第三章_組長版.docx             873   匹配成功           勞動4字第0980070351號                   勞動4字第0980070351號函             精確字號子字串比對           有關○○清潔行函陳交通部民用航空局北竿航空站於勞務外包合約中要求「清潔人員不得雇...
第三章_組長版.docx             874   未匹配 (比對不出(資料庫無此字號))工程管字第 09900214810號                                                                   主旨:各機關辦理工程如採用「加勁格網」材料，應依契約規定執行，本會公告之公共工程...
第三章_組長版.docx             875   匹配成功           工程技字第1080009815號                   工程技字第1080009815號函             精確字號子字串比對           貴學會(中華民國工程安全衛生管理學會)有關公共工程職業安全衛生管理作業要點第13...
第三章_組長版.docx             876   匹配成功           工程技字第1080200713號                   工程技字第1080200713號函             精確字號子字串比對           檢送「公共工程訂定工期參考原則」如附件，請查照並轉知所屬(轄)機關。 一、為協助...
第三章_組長版.docx             878   匹配成功           (88)工程企字第8807887號                  (88)工程企字第8807887號函            精確字號子字串比對           貴處資料室透過電子郵件洽詢「如何辦理獨家代理之書籍採購」一案。 有關擬採限制性招...
第三章_組長版.docx             879   匹配成功           (88)工程企字第8809381號                  (88)工程企字第8809381號函            精確字號子字串比對           「採購契約要項」中明定應於契約內訂明者，機關應予納入。 行政院公共工程委員會函8...
第三章_組長版.docx             880   匹配成功           (88)工程企字第8811937號                  (88)工程企字第8811937號函            精確字號子字串比對           有關本會訂定之投標須知範本及勞務採購契約範本中涉及智慧財產權之疑義。 前揭範本中...
第三章_組長版.docx             881   匹配成功           (88)工程企字第8812704號                  (88)工程企字第8812704號函            精確字號子字串比對           國立編譯館編輯之中小學教科用書稿費支給，如訂有一定標準，得依該標準簽約給付。 行...
第三章_組長版.docx             882   匹配成功           (89)工程企字第89006413號                 (89)工程企字第89006413號函           精確字號子字串比對           「工程採購契約範本」第十六條所載「結構物」之定義為何乙節。 按護岸、護坡、駁坎、...
第三章_組長版.docx             883   匹配成功           (89)工程企字第89004426號                 (89)工程企字第89004426號函           精確字號子字串比對           貴府就所公布之「臺北市促進原住民就業自治條例」第五條規定，擬於合約中增訂未履約時...
第三章_組長版.docx             884   匹配成功           台89勞資2字第0049828號                   台89勞資2字第0049828號函             精確字號子字串比對           有關於勞務承攬工作中要求承攬商必須以一定之「保障工資」僱用員工是否適法一節。 事...
第三章_組長版.docx             885   匹配成功           台90內營字第9082275號                    台90內營字第9082275號函              精確字號子字串比對           為落實營造業管理規則【備註:該規則業於94年10月27日廢止】第四十三條規定，請...
第三章_組長版.docx             886   匹配成功           台90內營字第9005500號                    台90內營字第9005500號函              精確字號子字串比對           有關為落實營造業管理規則【備註:該規則業於94年10月27日廢止】第四十三條規定...
第三章_組長版.docx             887   匹配成功           台90勞職外字第0221648號                   台90勞職外字第0221648號函             精確字號子字串比對           茲公告停止重大工程申請引進外籍勞工 依據： 一、就業服務法第四十三條第二項、第四...
第三章_組長版.docx             888   未匹配 (比對不出(資料庫無此字號))(90)工程企字90023299號                                                                    各機關辦理工程採購，依政府採購法第三十條規定辦理保證金相關作業，茲補充暫行規定如...
第三章_組長版.docx             889   匹配成功           台90勞職外字第0223685號                   台90勞職外字第0223685號函             精確字號子字串比對           行政院勞工委員會90年5月10日台90勞職外字第0221648號公告自90年5月...
第三章_組長版.docx             890   匹配成功           (90)工程企字第90035319號                 (90)工程企字第90035319號函           精確字號子字串比對           各機關辦理工期一年以上之工程採購，應將本會訂頒「工程採購契約範本」第五條第(一)...
第三章_組長版.docx             891   匹配成功           (90)工程企字第90051962號                 (90)工程企字第90051962號函           精確字號子字串比對           有關各機關辦理委託監造或工程採購如何規定監造廠商及承商人員資格乙案，請參照說明二...
第三章_組長版.docx             892   匹配成功           交航字第09100654581號                   交航字第09100654581號函             精確字號子字串比對           有關大陸地區進口建材建議採買方指定運送船舶乙案。 一、 大陸方面為抵制我政府試辦...
第三章_組長版.docx             893   匹配成功           工程企字第09200031350號                  工程企字第09200031350號函            精確字號子字串比對           檢送「研商各機關辦理工程不得使用外籍勞工以提高國民就業機會」會議紀錄乙份如附件。...
第三章_組長版.docx             894   匹配成功           勞職外字第0920605332號                   勞職外字第0920605332號函             精確字號子字串比對           臺灣電力股份有限公司所詢已合法聘僱外籍勞工之一般營造公司，其外籍勞工是否可從事公...
第三章_組長版.docx             895   匹配成功           工程管字第09400037860號                  工程管字第09400037860號函            精確字號子字串比對           為確保公共工程品質，請於招標文件內，明訂委辦專案管理廠商、委辦監造廠商及承攬廠商...
第三章_組長版.docx             896   匹配成功           工程企字第09500099440號                  工程企字第09500099440號函            精確字號子字串比對           貴中心函詢工程履約期限計算及現場監造執行疑義，復如說明。 二、旨揭疑義，屬履約管...
第三章_組長版.docx             897   匹配成功           勞職業字第0950028879號                   勞職業字第0950028879號函             精確字號子字串比對           有關得否於事務勞力委外之招標文件設年齡限制一案，復如說明。 一、復行政院公共工程...
第三章_組長版.docx             898   匹配成功           工程企字第09500290910號                  工程企字第09500290910號函            精確字號子字串比對           各機關辦理原住民地區未達公告金額之委託技術服務採購案，建議依說明辦理。 一、鑒於...
第三章_組長版.docx             899   匹配成功           陸法字第0950014871號                    陸法字第0950014871號函              精確字號子字串比對           為防範大陸地區人民在臺非法打工，對機關可能造成之危害，請予清查並轉知所屬有關規範...
第三章_組長版.docx             900   匹配成功           工程企字第09500317600號                  工程企字第09500317600號函            精確字號子字串比對           請各機關於招標文件中訂明廠商之損害賠償責任上限。 一、依據臺灣經濟永續發展會議議...
第三章_組長版.docx             901   未匹配 (比對不出(資料庫無此字號))：工程管字第09500405440號                                                                   為加強公共工程施工安全，請自95年12月1日起，於工程採購招標(契約)文件內，明...
第三章_組長版.docx             902   匹配成功           工程企字第09600095350號                  工程企字第09600095350號函            精確字號子字串比對           機關辦理資訊服務採購，如有必要於招標文件訂定相關保密規定者，建請依說明事項辦理。...
第三章_組長版.docx             903   未匹配 (比對不出(資料庫無此字號))工程管字第09600188650號                                                                    主旨：機關辦理符合內政部及勞委會96年5月8日會銜修正令頒，自96年5月10日生...
第三章_組長版.docx             904   匹配成功           工程企字第09700015920號                  工程企字第09700015920號函            精確字號子字串比對           關於中央政府機關查察勞務採購契約得標廠商是否符合勞動法規情形。 案經彙整已回復機...
第三章_組長版.docx             905   匹配成功           工程企字第09700090090號                  工程企字第09700090090號函            精確字號子字串比對           為因應近期工程材料價格持續上漲，避免影響公共工程進度及品質，並減少履約爭議，請依...
第三章_組長版.docx             906   未匹配 (比對不出(資料庫無此字號))工程管字第09700186940號                                                                    各機關辦理公共工程規劃設計時，應合理估算工期並納入工程契約落實執行，避免因過度趕...
第三章_組長版.docx             907   匹配成功           工程企字第09700248690號                  工程企字第09700248690號函            精確字號子字串比對           內政部建議於本會勞務採購契約範本加註勞動合作社排除適用有關為社員投保條款與提繳勞...
第三章_組長版.docx             908   匹配成功           工程企字第09700423470號                  工程企字第09700423470號函            精確字號子字串比對           重申機關辦理人力派遣性質之勞務採購案件，請參考本會96年12月10日增修之「勞務...
第三章_組長版.docx             909   匹配成功           工程企字第09700439070號                  工程企字第09700439070號函            精確字號子字串比對           因應近期部分營建材料價格下跌之情形，機關辦理工程採購，其招標文件所訂依營造工程物...
第三章_組長版.docx             910   匹配成功           工程企字第09800492360號                  工程企字第09800492360號函            精確字號子字串比對           機關辦理財物採購，不宜任意引用工程採購契約中有關臺灣地區營造工程物價指數計算物價...
第三章_組長版.docx             911   匹配成功           工程企字第09900049180號                  工程企字第09900049180號函            精確字號子字串比對           各機關辦理採購，如涉及人壽保險，請依99年2月1日修正公布之保險法第l07條規定...
第三章_組長版.docx             912   匹配成功           工程企字第09900157330號                  工程企字第09900157330號函            精確字號子字串比對           因應近期鋼價變動情形，機關辦理新招標之工程採購，建請於招標文件妥適訂定工程款隨物...
第三章_組長版.docx             913   匹配成功           工程企字第09900290810號                  工程企字第09900290810號函            精確字號子字串比對           機關辦理災後復建工程採購，將工程保險併由得標廠商辦理者，請依說明辦理。 一、機關...
第三章_組長版.docx             914   匹配成功           工程企字第10000040880號                  工程企字第10000040880號函            精確字號子字串比對           關於政府採購法第63條條文修正通過後之相關配合事宜如說明。 一、立法院業於100...
第三章_組長版.docx             915   匹配成功           工程企字第10000068420號                  工程企字第10000068420號函            精確字號子字串比對           因應近期鋼價變動情形，機關辦理新招標之工程採購，建請於招標文件妥適訂定工程款隨物...
第三章_組長版.docx             916   匹配成功           工程企字第10100181260號                  工程企字第10100181260號函            精確字號子字串比對           因應近期營造物價變動情形，機關辦理新招標之工程採購，建請於招標文件妥適訂定工程款...
第三章_組長版.docx             917   匹配成功           工程企字第10100227040號                  工程企字第10100227040號函            精確字號子字串比對           汛期及颱風季節已屆，為提升搶修搶險作業之品質及效率，請貴機關儘速辦理搶修搶險技術...
第三章_組長版.docx             918   匹配成功           院授主預字第1010013056號                  院授主預字第1010013056號函            精確字號子字串比對           各機關學校辦理工程或勞務採購，不得於合約項目納列提供機關學校使用之車輛(含租賃)...
第三章_組長版.docx             919   匹配成功           工程企字第10200072220號                  工程企字第10200072220號函            精確字號子字串比對           本年汛期及颱風季節將至，為提升搶修搶險及災後復建作業之品質及效率，請貴機關預為辦...
第三章_組長版.docx             920   未匹配 (比對不出(資料庫無此字號))工管字第10500375130號                                                                     主旨:有關貴府函詢可否依本會訂頒「公共工程施工品質管理作業要點」另訂「臺北市政府...
第三章_組長版.docx             921   匹配成功           工程管字第10600020720號                  工程管字第10600020720號函            精確字號子字串比對           各機關辦理公共工程採購案件，於訂定「契約價金之給付條件」時，請考慮標案特性選擇適...
第三章_組長版.docx             922   匹配成功           工程企字第10600064480號                  工程企字第10600064480號函            精確字號子字串比對           訂定「機關履約中工程因應一百零五年十二月勞動基準法部分條文修正法案之處理原則」，...
第三章_組長版.docx             923   匹配成功           金管保產字第10602026990號                 金管保產字第10602026990號函           精確字號子字串比對           有關中華民國產物保險商業同業公會調整公共意外責任保險之風險分類，檢送修訂公共意外...
第三章_組長版.docx             924   匹配成功           工程企字第10600294791號                  工程企字第10600294791號函            精確字號子字串比對           因應近期鋼價變動情形，機關辦理新招標之工程採購，請於招標文件妥適訂定工程款隨物價...
第三章_組長版.docx             925   匹配成功           工程技字第10700021410號                  工程技字第10700021410號函            精確字號子字串比對           為確保公共工程順利執行，請於工程規劃設計階段即妥善研析公共工程營建剩餘土石方處理...
第三章_組長版.docx             926   匹配成功           工程企字第10700332630號                  工程企字第10700332630號函            精確字號子字串比對           機關辦理技術服務採購，不宜於招標文件訂定不合理之計罰條款以免發生爭議，詳如說明，...
第三章_組長版.docx             927   匹配成功           工程企字第1070050185號                   工程企字第1070050185號函             精確字號子字串比對           因應近期營建物價變動情形，機關辦理工程採購，請於招標文件妥適訂定工程款隨物價指數...
第三章_組長版.docx             928   匹配成功           工程企字第1080100581號                   工程企字第1080100581號函             精確字號子字串比對           關於本會訂定之「工程採購契約範本」第5條所載物價指數調整門檻，機關於招標時可視個...
第三章_組長版.docx             929   未匹配 (比對不出(資料庫無此字號))工程管字第1080017815號                                                                     有關臺灣區綜合營造業同業公會反映主辦機關常於契約書標明品管、安衛人員需具大專以上...
第三章_組長版.docx             930   未匹配 (比對不出(資料庫無此字號))工程管字第1080029603號                                                                     有關臺灣區綜合營造業同業公會反映工程主辦機關常於契約書標明「工地主任需具大專以上...
第三章_組長版.docx             931   匹配成功           工程企字第1100100065號                   工程企字第1100100065號函             精確字號子字串比對           為因應營建物價變動情形，機關辦理工程採購，請於招標文件妥適訂定工程款隨物價指數調...
第三章_組長版.docx             932   匹配成功           工程企字第1100101992號                   工程企字第1100101992號函             精確字號子字串比對           主旨：機關辦理勞務採購，派駐勞工接觸公務機密或民眾機敏資料之處理方式，詳如說明，...
第三章_組長版.docx             933   匹配成功           工程企字第11100036841號                  工程企字第11100036841號函            精確字號子字串比對           主旨：重申機關辦理採購，其各類採購契約以採用主管機關（即本會）訂定之範本為原則，...
第三章_組長版.docx             935   匹配成功           (90)工程企字第90027292號                 (90)工程企字第90027292號令           精確字號子字串比對           各機關於招標前辦理勞務或財物採購之招標文件公開閱覽，得依政府採購法第三十四條第一...
第三章_組長版.docx             936   匹配成功           (90)工程企字第90043501號                 (90)工程企字第90043501號函           精確字號子字串比對           為落實各機關辦理查核金額以上或特殊之工程採購，依「公共工程招標文件公開閱覽制度實...
第三章_組長版.docx             937   匹配成功           工程企字第09100424220號                  工程企字第09100424220號函            精確字號子字串比對           關於　貴座談會「新臺幣一億元以上之大宗物資、規格簡單或單一種類但數量龐大之勞務或...
第三章_組長版.docx             938   匹配成功           工程企字第09500336870號                  工程企字第09500336870號函            精確字號子字串比對           關於「公共工程招標文件公開閱覽制度實施要點」(下稱本要點)之疑義，復如說明。 二...
第三章_組長版.docx             939   匹配成功           工程企字第09800445740號                  工程企字第09800445740號函            精確字號子字串比對           貴府函詢工程採購招標文件公開閱覽執行疑義，復如說明。 「公共工程招標文件公開閱覽...
第三章_組長版.docx             941   匹配成功           工程企字第09100516112號                  工程企字第09100516112號函            精確字號子字串比對           「採購文件保存作業準則」業經本會於91年12月4日以工程企字第091005160...
第三章_組長版.docx             942   匹配成功           工程企字第09100516140號                  工程企字第09100516140號令            精確字號子字串比對           一、茲指定下列場所為政府採購法第一百零七條所規定「採購文件保存之場所」: (一)...
第三章_組長版.docx             943   匹配成功           工程企字第09100516360號                  工程企字第09100516360號函            精確字號子字串比對           檢送本會91年12月4日有關政府採購法第一百零七條所規定「採購文件保存之指定場所...
第三章_組長版.docx             944   匹配成功           工程企字第092000247000號                 工程企字第092000247000號函           精確字號子字串比對           重申各機關辦理技術服務案件，應遵守「公共工程專業技師簽證規則」相關規定。 本規則...
第三章_組長版.docx             945   匹配成功           局考字第0920018238號                    局考字第0920018238號函              精確字號子字串比對           有關未依原住民族工作權保障法第十一條規定辦理採購時，可否適用相關法令予以懲處或處...
第三章_組長版.docx             946   未匹配 (比對不出(資料庫無此字號))工程管字第09400015000號                                                                    請於公共工程招標文件內，明訂承攬廠商如需使用預拌混凝土，應採用「領有工廠登記證」...
第三章_組長版.docx             947   匹配成功           工程企字第09400143080號                  工程企字第09400143080號函            精確字號子字串比對           檢送本會訂頒「查詢押標金保證金相關資料同意書範本」一份如附件(電子檔登載於本會網...
第三章_組長版.docx             948   匹配成功           工程企字第09700056250號                  工程企字第09700056250號函            精確字號子字串比對           為提醒技術服務或工程廠商注意法令規定，善盡職責及履行契約義務，以免觸犯法令或違反...
第三章_組長版.docx             949   匹配成功           工程企字第09700061010號                  工程企字第09700061010號令            精確字號子字串比對           機關辦理採購，不得於招標文件規定廠商之投標文件有下列情形之一者，為不合格標。其有...
第三章_組長版.docx             950   匹配成功           工程企字第09700061013號                  工程企字第09700061013號函            精確字號子字串比對           機關辦理採購，不得於招標文件規定不合格標之情形，業經本會於97年2月15日以工程...
第三章_組長版.docx             951   匹配成功           勞職業字第0970084251號                   勞職業字第0970084251號函             精確字號子字串比對           有關招標文件內載明「廠商於得標後儘量僱用當地市民以增加就業機會」乙節，是否違反就...
第三章_組長版.docx             952   匹配成功           工程企字第09800121920號                  工程企字第09800121920號函            精確字號子字串比對           關於「機關委託技術服務廠商評選及計費辦法」第6條規定之執行疑義，復如說明。 二、...
第三章_組長版.docx             953   匹配成功           工程企字第09800145000號                  工程企字第09800145000號函            精確字號子字串比對           本會「政府採購資訊公告系統」新增「政府採購標案預告」功能，自即日起開放供各機關預...
第三章_組長版.docx             954   匹配成功           經授智字第09820030590號                  經授智字第09820030590號函            精確字號子字串比對           有關政府機關辦理採購，廠商履約成果涉及著作權約定時，本部意見如說明。 一、按著作...
第三章_組長版.docx             955   匹配成功           工程企字第09800210440號                  工程企字第09800210440號函            精確字號子字串比對           為使廠商及早獲得政府採購資訊，請多加利用本會「政府採購資訊公告系統」之「政府採購...
第三章_組長版.docx             956   匹配成功           工程企字第09800406520號                  工程企字第09800406520號函            精確字號子字串比對           中華民國銀行商業同業公會全國聯合會建議招標機關得出具書面承諾正本，同意對於契約或...
第三章_組長版.docx             957   匹配成功           工程企字第09900444400號                  工程企字第09900444400號函            精確字號子字串比對           各機關辦理資訊系統建置相關採購，請於招標文件明訂需符合無障礙網頁規範，並依契約辦...
第三章_組長版.docx             958   匹配成功           工程企字第09900526401號                  工程企字第09900526401號函            精確字號子字串比對           宜蘭縣政府函詢各機關辦理之資訊系統建置案，是否均需符合「無障礙網頁開發規範」之執...
第三章_組長版.docx             959   匹配成功           健保承字第1020020598號                   健保承字第1020020598號函             精確字號子字串比對           有關「全民健康保險扣取及繳納補充保險費辦法」單次給付適用疑義。 依全民健康保險扣...
第三章_組長版.docx             960   匹配成功           工程企字第10200416960號                  工程企字第10200416960號函            精確字號子字串比對           機關辦理勞動派遣勞務採購，應依採購特性及實際需要，妥適訂定投標廠商資格並載明於招...
第三章_組長版.docx             961   匹配成功           工程企字第10400277830號                  工程企字第10400277830號函            精確字號子字串比對           機關辦理採購，製作招標文件如遇有勞動法令相關疑義，可洽勞動法令之主管機關協助釐清...
第三章_組長版.docx             962   匹配成功           工程企字第10500341520號                  工程企字第10500341520號函            精確字號子字串比對           轉文化部訂定「中央政府各機關學校辦理中文圖書採購應注意事項」、採購文件參考範例及...
第三章_組長版.docx             963   匹配成功           廉秘字第10608006520號                   廉秘字第10608006520號函             精確字號子字串比對           本署自即日起，更動受理採購案件檢舉通訊方式如說明，請協助變更相關文件範本或程式，...
第三章_組長版.docx             964   匹配成功           工程企字第10700199980號                  工程企字第10700199980號函            精確字號子字串比對           檢送「重大政府採購得標廠商與銀行及採購機關三方協議書(範本)」（如附件），請查照...
第三章(112.1開始增加).docx      3     匹配成功           工程企字第1120023338號                   工程企字第1120023338號函             精確字號子字串比對           主旨：有關政府採購法(下稱採購法)第22條第1項第2款所稱專屬權利執行疑義，復如...
第三章(112.1開始增加).docx      7     匹配成功           工程企字第1130100193號                   工程企字第1130100193號函             精確字號子字串比對           主旨：因應今日（113年4月3日）花蓮震災需緊急處置之採購事項，政府採購法（以下...
第三章(112.1開始增加).docx      11    匹配成功           工程企字第1130100365號                   工程企字第1130100365號函             精確字號子字串比對           主旨：因應113年7月凱米颱風登臺造成災情需緊急處置之採購事項，政府採購法（以下...
第三章(112.1開始增加).docx      13    匹配成功           工程企字第1140100381號                   工程企字第1140100381號函             精確字號子字串比對           主旨：因應114年7月丹娜絲颱風登臺造成災情需緊急處置之採購事項，政府採購法（以...
第三章(112.1開始增加).docx      15    匹配成功           工程企字第1140100529號                   工程企字第1140100529號函             精確字號子字串比對           主旨：因應114年9月樺加沙颱風造成災情需緊急處置之採購事項，政府採購法（以下簡...
第三章(112.1開始增加).docx      20    匹配成功           工程資字第1121500023號                   工程資字第1121500023號函             精確字號子字串比對           主旨：訂定112年度「公開取得電子報價單」採購機制獎勵目標，並請依權責對111年...
第三章(112.1開始增加).docx      22    匹配成功           工程資字第1131500060號                   工程資字第1131500060號函             精確字號子字串比對           主旨：訂定113年度「公開取得電子報價單」採購機制獎勵目標，並請依權責對112年...
第三章(112.1開始增加).docx      -1    匹配成功           工程資字第1141500051號                   工程資字第1141500051號函             精確字號子字串比對           行政院公共工程委員會函114年3月13日工程資字第1141500051號...
第三章(112.1開始增加).docx      27    匹配成功           工程資字第1141500051號                   工程資字第1141500051號函             精確字號子字串比對           主旨：訂定114年度「公開取得電子報價單」採購機制獎勵目標，並請依權責對113年...
第三章(112.1開始增加).docx      32    匹配成功           工程企字第11200138971號                  工程企字第11200138971號函            精確字號子字串比對           主旨：檢送「機關辦理小額採購作業指引」，請查照並轉知所屬機關。 說明：為利機關辦...
第三章(112.1開始增加).docx      38    匹配成功           工程企字第11200048751號                  工程企字第11200048751號函            精確字號子字串比對           主旨：修正本會111年10月13日工程企字第1110018153號函附「機關依政...
第三章(112.1開始增加).docx      49    匹配成功           工程企字第1130100243號                   工程企字第1130100243號函             精確字號子字串比對           主旨：機關採購戰鬥背心（防彈背心），相關注意事項詳如說明，請查照。 說明： 一、...
第三章(112.1開始增加).docx      56    匹配成功           工程企字第1120100111號                   工程企字第1120100111號函             精確字號子字串比對           主旨：重申機關辦理位於原住民地區未達公告金額之採購，符合原住民族工作權保障法第1...
第三章(112.1開始增加).docx      60    匹配成功           原民社字第1130033467號                   原民社字第1130033467號函             精確字號子字串比對           主旨：有關貴會(行政院公共工程委員會)函轉交通部民用航空局飛航服務總臺所詢辦理位...
第三章(112.1開始增加).docx      65    匹配成功           工程企字第1120012096號                   工程企字第1120012096號函             精確字號子字串比對           主旨：機關辦理不適用我國締結條約或協定之平面印刷用版材採購，請優先向我國內廠商採...
第三章(112.1開始增加).docx      70    匹配成功           (88)工程企字第8810714號                  (88)工程企字第8810714號函            歸一化模糊比對             主旨：貴局代理行政院所屬各機關辦理八十八年下半年及八十九年度集中採購公務轎車及事...
第三章(112.1開始增加).docx      75    匹配成功           工程企字第1120017038號                   工程企字第1120017038號函             精確字號子字串比對           主旨：機關辦理大型或複雜之工程採購，得採最有利標並搭配發給獎勵金，以鼓勵廠商參與...
第三章(112.1開始增加).docx      79    匹配成功           工程企字第1130100580號                   工程企字第1130100580號函             精確字號子字串比對           主旨：修正「最有利標作業手冊」及各類採購評選項目及配分權重範例，請查照並轉知所屬...
第三章(112.1開始增加).docx      85    匹配成功           工程企字第11200030081號                  工程企字第11200030081號函            精確字號子字串比對           主旨：機關依政府採購法（下稱採購法）第22條第1項第9款辦理資訊服務採購，請採固...
第三章(112.1開始增加).docx      89    匹配成功           工程企字第1120100473號                   工程企字第1120100473號函             精確字號子字串比對           主旨：機關依政府採購法（下稱採購法）第22條第1項第9款辦理技術服務採購，請採固...
第三章(112.1開始增加).docx      94    匹配成功           工程企字第1120010202號                   工程企字第1120010202號函             精確字號子字串比對           主旨：關於機關審查廠商納稅證明文件之相關疑義，復如說明，請查照。 一、復貴府(臺...
第三章(112.1開始增加).docx      98    匹配成功           行政院公共工程委員會函112年9月26工程企字第1120022327號工程企字第1120022327號函             歸一化模糊比對             主旨：貴府函詢招標文件規定應提供票據交換機構或受理查詢之金融機構之信用資料查覆單...
第三章(112.1開始增加).docx      103   匹配成功           工程企字第1120027143號                   工程企字第1120027143號函             精確字號子字串比對           主旨：機關辦理供公眾使用之冷凍空調設備含安裝或維護之採購，其投標廠商資格之訂定，...
第三章(112.1開始增加).docx      -1    未匹配 (無發文字號)    附件                                                                                   附件...
第三章(112.1開始增加).docx      105   未匹配 (比對不出(資料庫無此字號))產永字第11201321040號                                                                     主旨：機關（公司或團體）辦理供公眾使用之冷凍空調設備含安裝或維護之採購作業時，投...
第三章(112.1開始增加).docx      109   匹配成功           工程企字第1130013601號                   工程企字第1130013601號函             精確字號子字串比對           主旨：機關辦理涉及冷凍空調設備含安裝或維護之採購，應綜合考量並視個案實際需求，妥...
第三章(112.1開始增加).docx      111   匹配成功           工程企字第1140001284號                   工程企字第1140001284號函             精確字號子字串比對           主旨：機關辦理涉及消防安全設備之採購，請視個案需要，依相關法規妥為訂定投標廠商或...
第三章(112.1開始增加).docx      -1    匹配成功           工程企字第1140100117號                   工程企字第1140100117號令             精確字號子字串比對           依投標廠商資格與特殊或巨額採購認定標準第七條第五款規定認定專案管理勞務採購為特殊...
第三章(112.1開始增加).docx      118   匹配成功           工程企字第11401001172號                  工程企字第11401001172號函            精確字號子字串比對           主旨：投標廠商資格與特殊或巨額採購認定標準（以下簡稱資格認定標準）第7條第5款規...
第三章(112.1開始增加).docx      125   匹配成功           工程企字第1130017814號                   工程企字第1130017814號函             精確字號子字串比對           主旨：機關辦理建築物工程技術服務，廠商具有製造、供應或承做能力基本資格及履約實績...
第三章(112.1開始增加).docx      129   匹配成功           工程企字第1150100016號                   工程企字第1150100016號函             精確字號子字串比對           主旨：機關於辦理採購時，應依採購個案特性妥適訂定投標廠商資格，兼顧採購品質與履約...
第三章(112.1開始增加).docx      134   匹配成功           工程企字第1120100102號                   工程企字第1120100102號函             精確字號子字串比對           主旨：機關辦理照明相關採購，請先就場所需求照度予以規劃，以符合法令規定及國家標準...
第三章(112.1開始增加).docx      138   匹配成功           工程企字第1120009533號                   工程企字第1120009533號函             精確字號子字串比對           主旨：機關辦理涉及馬達之採購，得依個案需求採用國際電工委員會(IEC)所訂IE4...
第三章(112.1開始增加).docx      141   匹配成功           工程企字第1120022701號                   工程企字第1120022701號函             精確字號子字串比對           主旨：檢送本會與數位發展部研訂之「各類資訊(服務)採購之共通性資通安全基本要求參...
第三章(112.1開始增加).docx      144   匹配成功           工程企字第1130007244號                   工程企字第1130007244號函             精確字號子字串比對           主旨：檢送數位發展部修正「政府資訊服務採購作業指引」之「使用者體驗」常用資訊服務...
第三章(112.1開始增加).docx      148   匹配成功           工程企字第11201007211號                  工程企字第11201007211號函            精確字號子字串比對           主旨：機關辦理採購，得依個案特性及實際需要，將符合永續循環條件納入採購技術規格及...
第三章(112.1開始增加).docx      151   匹配成功           工程企字第11300155871號                  工程企字第11300155871號函            精確字號子字串比對           主旨：機關辦理採購涉及物聯網設備技術規格之訂定，請依說明事項辦理，請查照並轉知所...
第三章(112.1開始增加).docx      155   匹配成功           工程企字第11100305301號                  工程企字第11100305301號函            精確字號子字串比對           主旨：貴機關辦理木構造、木建築或國產材之採購評選及工程施工查核時，請依採購或查核...
第三章(112.1開始增加).docx      159   匹配成功           工程企字第1120100062號                   工程企字第1120100062號函             精確字號子字串比對           主旨：請貴機關(構)檢核已推薦於本會各機關採購評選委員會專家學者參考名單資料庫(...
第三章(112.1開始增加).docx      163   匹配成功           工程企字第11201000621號                  工程企字第11201000621號函            精確字號子字串比對           主旨：為提升本會各機關採購評選委員會專家學者參考名單資料庫(下稱資料庫)女性專家...
第三章(112.1開始增加).docx      167   匹配成功           工程企字第11200049481號                  工程企字第11200049481號函            精確字號子字串比對           主旨：貴機關如有委託專業廠商協助評估促參案前置作業或履約管理專案管理勞務採購之需...
第三章(112.1開始增加).docx      172   匹配成功           工程企字第11200049481號                  工程企字第11200049481號函            精確字號子字串比對           主旨：貴機關如有委託專業廠商協助評估促參案前置作業或履約管理專案管理勞務採購之需...
